170959	7083
170959	7306
9213	9218
9213	340547
26051	22806
26051	55165
3236	6278
3236	6318
57530	55607
57530	55930
57530	79839
1475	1832
1475	3713
1475	9182
1470	10231
1470	8706
718	7018
718	727
718	3075
718	284161
80323	10142
80323	10403
4036	1191
4036	350
4036	4023
4036	7057
22806	10142
22806	23641
22806	2669
22806	358
1832	1823
1832	3713
1832	5317
1832	3868
1832	3171
8706	8991
8706	57402
8706	1472
8991	367
10142	4105
10142	5577
10142	10426
57520	55165
57520	57402
57520	4133
57520	10426
7083	7704
7083	213
7083	2162
7083	2244
163183	100506658
163183	4283
163183	6440
163183	64581
2710	347
2710	563
2710	340547
284161	7018
284161	213
284161	3240
1472	10231
3075	7704
3075	213
9182	6278
9182	6318
9182	563
2243	213
2243	7057
2243	2162
2243	2244
2243	2266
213	3854
213	3852
213	3240
213	3861
213	3860
213	3868
213	3171
10426	55165
10426	6279
10426	2171
10426	9590
57144	6278
57144	6280
595	367
595	4023
23641	7704
23641	3866
10403	3854
10403	81493
100506658	2202
100506658	64581
1823	1828
1823	5317
91624	55607
91624	55930
727	730
2353	1191
2353	358
2353	1728
7704	367
7704	540
26575	358
26575	154
2669	3881
2669	350
2669	79839
9218	3676
9218	347
9218	154
3881	3854
3881	358
3881	374454
3881	3852
374454	3866
540	1191
540	3240
5144	4105
5144	9590
1828	5317
7306	7018
1191	730
6279	6280
6440	4283
9590	154
367	3169
4133	5577
154	3852
5317	3861
3676	1728
3676	3868
2202	347
2202	563
3866	3854
3866	3852
3866	3851
3868	3852
3854	3860
2244	2266
81493	55165
6278	2171
3852	3861
4105	57402
3860	3851
3169	3171
