851437	947002
855289	948538
948538	855289
17714	944750
79563	944750
854407	944750
855838	945280
853463	945280
2541620	945174
2539004	945174
2539004	945174
2540911	945174
2541512	945174
945066	946941
945066	945190
945066	947809
945066	947828
945066	948489
945066	948484
945066	948490
945066	947803
945066	947800
945066	947820
945066	947811
945066	947845
945066	947792
945066	947816
945066	947802
945066	947793
945066	947814
945066	947874
945066	945536
945066	945637
945066	947415
945066	948394
945066	946762
945066	945300
945066	944864
945066	946724
945066	948221
945066	945303
945066	944834
945066	945672
945066	946879
945066	945837
945066	947679
945066	945880
945066	947921
945066	945007
945066	945295
945066	945829
945066	948482
945066	947838
945066	946223
945066	946222
945066	947497
945066	944761
945066	947175
945066	946949
945066	945225
945066	946234
945066	944821
945066	947253
945066	947077
945066	948665
945066	944753
945066	944750
945066	948488
945066	947794
945583	947086
948443	945764
946985	947429
947429	948695
854095	945574
854095	948937
851539	948440
851539	948937
852271	948543
853941	948543
852352	944750
856291	944750
856291	944750
947364	2542608
947364	2541402
852385	947447
850430	947447
854942	947447
945556	853664
947077	947097
947077	944750
947077	944750
947077	944750
947077	851752
947077	855974
947077	855706
947077	852053
947077	850442
947077	851903
947077	852555
947077	852996
947077	856743
947077	856437
947077	852750
947077	855485
947077	851415
947077	852184
947077	850760
947077	852860
947077	856297
947077	852726
947077	852492
947077	853985
947077	856455
947077	854345
947077	851559
947077	855139
947077	856183
947077	854106
947077	855744
856804	947092
855913	947092
853839	947092
851493	947092
851775	947055
2541704	948559
852495	948461
